uidA,uidB,aliasA,aliasB,interactionType
Q13233,P46531,MAP3K1,NOTCH1,MI:0407(direct interaction)
Q9H6T3,Q16821,RPAP3,PPP1R3A,MI:0915(physical association)
P07919,Q9P0J0,UQCRH,NDUFA13,psi-mi:MI:0914(association)
Q13233,P07900,MAP3K1,HSP90AA1,MI:0915(physical association)
H9U1J4,A0A024RDS4,GJB2,GJB6,-
D3DPA4,Q15797,ACVR1,SMAD1,MI:0915(physical association)
A0A024R1Y2,A0A0S2Z4R4,ACLY,HGS,MI:0407(direct interaction)
Q13233,P56192,MAP3K1,MARS,MI:0915(physical association)
A0A0S2Z3Y1,Q13233,LGALS3BP,MAP3K1,MI:0915(physical association)
P49910,P13994,ZNF165,CCDC130,MI:0915(physical association)
Q14573,Q9HC24,ITPR3,TMBIM4,psi-mi:MI:0914(association)
Q9BUB7,Q96E35,TMEM70,ZMYND19,MI:0915(physical association)
Q9BRI3,H9U1J4,SLC30A2,GJB2,MI:0915(physical association)
Q9BRI3,Q6UX40,SLC30A2,TMEM107,MI:0915(physical association)
B2CQT6,A0A1P0AYU5,SLC15A1,SFXN3,MI:0915(physical association)
B2CQT6,Q9UI26,SLC15A1,IPO11,MI:0915(physical association)
Q9UKP3,Q8WZ42,ITGB1BP2,TTN,MI:0915(physical association)
B2CQT6,P54707,SLC15A1,ATP12A,MI:0915(physical association)
Q8N9Q2,A0A090N8Z0,SREK1IP1,RP9,MI:0915(physical association)
P01023,P03952,A2M,KLKB1,psi-mi:MI:0915(physical association)
P01023,P01023,A2M,A2M,psi-mi:MI:0915(physical association)
P01023,O15068,A2M,MCF2L,psi-mi:MI:0914(association)
P01023,Q9HBH0,A2M,RHOF,psi-mi:MI:0915(physical association)
Q8WXD0,Q8TDU6,RXFP2,GPBAR1,psi-mi:MI:0914(association)
Q8WXD0,P47872,RXFP2,SCTR,psi-mi:MI:0914(association)
P51587,Q16695,BRCA2,HIST3H3,psi-mi:MI:0915(physical association)
B2RNB2,Q9Y5Q6,ADAM17,INSL5,MI:0915(physical association)
O15083,Q13136,ERC2,PPFIA1,-
P38398,Q13287,BRCA1,NMI,-
Q00722,P48546,PLCB2,GIPR,psi-mi:MI:0914(association)
Q96RT7,Q9Y2I6,TUBGCP6,NINL,psi-mi:MI:0915(physical association)
Q96RT7,Q66GS9,TUBGCP6,CEP135,psi-mi:MI:0915(physical association)
Q00722,P41146,PLCB2,OPRL1,psi-mi:MI:0914(association)
Q96P44,Q96P44,COL21A1,COL21A1,psi-mi:MI:0915(physical association)
Q00722,Q9Y5X5,PLCB2,NPFFR2,psi-mi:MI:0914(association)
Q13233,O60602,MAP3K1,TLR5,psi-mi:MI:0914(association)
O14893,O14893,GEMIN2,GEMIN2,psi-mi:MI:0915(physical association)
Q00722,P59540,PLCB2,TAS2R46,psi-mi:MI:0914(association)
Q00722,Q9Y210,PLCB2,TRPC6,psi-mi:MI:0914(association)
Q00722,O43426,PLCB2,SYNJ1,psi-mi:MI:0914(association)
Q00722,P41597,PLCB2,CCR2,psi-mi:MI:0914(association)
Q00722,Q8NFJ6,PLCB2,PROKR2,psi-mi:MI:0914(association)
Q00722,P59533,PLCB2,TAS2R38,psi-mi:MI:0914(association)
Q00722,Q9NYW6,PLCB2,TAS2R3,psi-mi:MI:0914(association)
B2CQT6,G1UI16,SLC15A1,PDS5A,MI:0915(physical association)
P14923,O43776,JUP,NARS,MI:0403(colocalization)
Q7Z6G3,Q9H788,NECAB2,SH2D4A,MI:0915(physical association)
Q8N9Q2,Q9H190,SREK1IP1,SDCBP2,MI:0407(direct interaction)
Q8N9Q2,O75400,SREK1IP1,PRPF40A,MI:0915(physical association)
Q6IQ23,Q69YU3,PLEKHA7,ANKRD34A,MI:0915(physical association)
Q6RFH5,Q96PZ0,WDR74,PUS7,MI:0403(colocalization)
O94906,P46531,PRPF6,NOTCH1,MI:0915(physical association)
Q8N9Q2,Q9UQ35,SREK1IP1,SRRM2,MI:0915(physical association)
O94906,A0A087WVR4,PRPF6,MYC,MI:0915(physical association)
Q6NUQ1,Q9BSH4,RINT1,TACO1,MI:0915(physical association)
L7RTI5,P00533,PRKCE,EGFR,MI:0407(direct interaction)
O95714,Q7L8L6,HERC2,FASTKD5,MI:0915(physical association)
Q9NP56,O60266,PDE7B,ADCY3,psi-mi:MI:0914(association)
O15068,O00212,MCF2L,RHOD,psi-mi:MI:0915(physical association)
O95714,P00533,HERC2,EGFR,MI:0915(physical association)
Q9UKE5,P30084,TNIK,ECHS1,MI:0915(physical association)
P00966,P00966,ASS1,ASS1,-
L7RTI5,A0A024R730,PRKCE,CFTR,MI:0915(physical association)
O15068,Q9C0H5,MCF2L,ARHGAP39,psi-mi:MI:0914(association)
O15068,P85298,MCF2L,ARHGAP8,psi-mi:MI:0914(association)
Q96DT7,Q08426,ZBTB10,EHHADH,MI:0915(physical association)
L7RTI5,P42224,PRKCE,STAT1,MI:0915(physical association)
A0A024R492,A2RU94,MLPH,RAB27A,MI:0915(physical association)
A0A024R692,Q96BY6,RHOJ,DOCK10,-
Q6NUQ1,Q9H788,RINT1,SH2D4A,MI:0915(physical association)
L7RTI5,P68032,PRKCE,ACTC1,-
L7RTI5,D3DX95,PRKCE,CHAT,-
P24158,P84022,PRTN3,SMAD3,-
Q6ZMP0,A0A0S2Z4A4,THSD4,MLF1,MI:0915(physical association)
Q6NUQ1,A0A024R7H3,RINT1,USHBP1,MI:0915(physical association)
P51959,O95995,CCNG1,GAS8,MI:0915(physical association)
Q01813,P60520,PFKP,GABARAPL2,MI:0915(physical association)
Q13643,Q5T749,FHL3,KPRP,MI:0915(physical association)
Q13643,A8MYP8,FHL3,ODF3B,MI:0915(physical association)
Q8TDQ0,Q8TCG2,HAVCR2,PI4K2B,MI:0915(physical association)
Q9UKS6,O60936,PACSIN3,NOL3,psi-mi:MI:0915(physical association)
O60678,Q8N7W2,PRMT3,BEND7,MI:0915(physical association)
Q96JA4,Q8N661,MS4A14,TMEM86B,MI:0915(physical association)
P35368,B0ZBE2,ADRA1B,AGT,psi-mi:MI:0915(physical association)
P54750,O60266,PDE1A,ADCY3,psi-mi:MI:0914(association)
P49888,O43252,SULT1E1,PAPSS1,psi-mi:MI:0914(association)
O94906,Q8IX12,PRPF6,CCAR1,psi-mi:MI:0915(physical association)
Q9C000,P51878,NLRP1,CASP5,-
Q06455,P13861,RUNX1T1,PRKAR2A,-
Q9H8W5,P60520,TRIM45,GABARAPL2,MI:0915(physical association)
O14827,Q9BRR9,RASGRF2,ARHGAP9,psi-mi:MI:0914(association)
Q9HD20,Q58DX5,ATP13A1,NAALADL2,MI:0915(physical association)
P22695,P06576,UQCRC2,ATP5B,MI:0403(colocalization)
Q8NAP8,P33176,ZBTB8B,KIF5B,MI:0403(colocalization)
P22695,P00533,UQCRC2,EGFR,MI:0915(physical association)
A0A068F7M9,Q8NFJ9,FHOD1,BBS1,MI:0407(direct interaction)
A0A068F7M9,Q14376,FHOD1,GALE,MI:0403(colocalization)
P22695,O00767,UQCRC2,SCD,MI:0403(colocalization)
P30414,D3DU41,NKTR,LUC7L,MI:0915(physical association)
Q52LW3,O15068,ARHGAP29,MCF2L,psi-mi:MI:0914(association)
Q96J02,A0A1U9X983,ITCH,NOTCH4,psi-mi:MI:0914(association)
Q07890,Q9C0H5,SOS2,ARHGAP39,psi-mi:MI:0914(association)
Q9Y2X0,Q99814,MED16,EPAS1,MI:0915(physical association)
Q07890,Q96QB1,SOS2,DLC1,psi-mi:MI:0914(association)
Q8N4Q0,A0A0S2Z4H1,ZADH2,PEX5,MI:0915(physical association)
O14827,B2RTY4,RASGRF2,MYO9A,psi-mi:MI:0914(association)
Q12905,Q9NUL3,ILF2,STAU2,MI:0915(physical association)
Q07890,O94988,SOS2,FAM13A,psi-mi:MI:0914(association)
O14827,Q8WWN8,RASGRF2,ARAP3,psi-mi:MI:0914(association)
Q99959,Q00403,PKP2,GTF2B,MI:0915(physical association)
P48052,P58166,CPA2,INHBE,MI:0915(physical association)
P68133,Q16625,ACTA1,OCLN,-
Q8WU76,A0A024R0G8,SCFD2,SIRT2,MI:0915(physical association)
A0N071,O14863,HBD,SLC30A4,MI:0915(physical association)
A0A140VJG2,A8K8P3,CEP70,SFI1,psi-mi:MI:0915(physical association)
A0A140VJG2,Q9P209,CEP70,CEP72,psi-mi:MI:0915(physical association)
O75923,Q9Y3Z3,DYSF,SAMHD1,MI:0915(physical association)
P60660,P35580,MYL6,MYH10,psi-mi:MI:0915(physical association)
P49910,O60437,ZNF165,PPL,MI:0915(physical association)
P35368,P46663,ADRA1B,BDKRB1,psi-mi:MI:0914(association)
O75923,P20929,DYSF,NEB,MI:0915(physical association)
P30414,B1AVT0,NKTR,CLK2,MI:0915(physical association)
A0A140VJG2,Q96CW5,CEP70,TUBGCP3,psi-mi:MI:0915(physical association)
P21860,P01112,ERBB3,HRAS,psi-mi:MI:0915(physical association)
Q8WU76,A2RRP1,SCFD2,NBAS,MI:0915(physical association)
P05120,P00750,SERPINB2,PLAT,MI:0915(physical association)
P05120,Q15750,SERPINB2,TAB1,MI:0915(physical association)
Q8IWB7,O75330,WDFY1,HMMR,MI:0915(physical association)
P05120,Q8WYA0,SERPINB2,IFT81,MI:0915(physical association)
Q9NR83,Q9NR83,SLC2A4RG,SLC2A4RG,MI:0407(direct interaction)
O75923,Q15046,DYSF,KARS,MI:0915(physical association)
P23229,P07942,ITGA6,LAMB1,psi-mi:MI:0915(physical association)
P26010,Q63HR2,ITGB7,TNS2,MI:0407(direct interaction)
Q8WXD5,Q96RS0,GEMIN6,TGS1,psi-mi:MI:0915(physical association)
Q8TEU7,Q12923,RAPGEF6,PTPN13,MI:0407(direct interaction)
Q7L804,Q5TCZ1,RAB11FIP2,SH3PXD2A,MI:0915(physical association)
P13671,P07360,C6,C8G,psi-mi:MI:0915(physical association)
Q68D86,Q08426,CCDC102B,EHHADH,MI:0915(physical association)
P13671,P07358,C6,C8B,psi-mi:MI:0915(physical association)
P23229,P24043,ITGA6,LAMA2,psi-mi:MI:0915(physical association)
O94856,P02549,NFASC,SPTA1,psi-mi:MI:0915(physical association)
O95182,O75947,NDUFA7,ATP5H,psi-mi:MI:0914(association)
O94856,P78357,NFASC,CNTNAP1,psi-mi:MI:0915(physical association)
Q96NW4,Q13439,ANKRD27,GOLGA4,MI:0915(physical association)
Q8WXD5,Q9NRG9,GEMIN6,AAAS,psi-mi:MI:0914(association)
P07359,P03952,GP1BA,KLKB1,psi-mi:MI:0914(association)
P22695,P28331,UQCRC2,NDUFS1,psi-mi:MI:0914(association)
P07942,O00555,LAMB1,CACNA1A,MI:0407(direct interaction)
P49639,Q14533,HOXA1,KRT81,MI:0915(physical association)
P22695,Q16718,UQCRC2,NDUFA5,psi-mi:MI:0914(association)
P49639,Q07627,HOXA1,KRTAP1-1,MI:0915(physical association)
P49639,Q8N446,HOXA1,ZNF843,MI:0915(physical association)
P49639,O76011,HOXA1,KRT34,MI:0915(physical association)
P22695,P24539,UQCRC2,ATP5F1,psi-mi:MI:0914(association)
Q9BTE1,Q12840,DCTN5,KIF5A,psi-mi:MI:0915(physical association)
P35475,Q9Y251,IDUA,HPSE,psi-mi:MI:0914(association)
P35475,A0A0S2Z3W3,IDUA,HEXA,psi-mi:MI:0914(association)
Q14112,Q16787,NID2,LAMA3,psi-mi:MI:0915(physical association)
Q08431,P02743,MFGE8,APCS,psi-mi:MI:0915(physical association)
Q14112,P25391,NID2,LAMA1,psi-mi:MI:0915(physical association)
P00749,B4DN26,PLAU,PLAT,-
Q99959,Q02487,PKP2,DSC2,-
Q99959,Q99959,PKP2,PKP2,-
Q99959,Q96ED9,PKP2,HOOK2,MI:0915(physical association)
Q02386,P45973,ZNF45,CBX5,MI:0915(physical association)
Q8TEU7,P18146,RAPGEF6,EGR1,psi-mi:MI:0915(physical association)
P22681,Q13094,CBL,LCP2,-
P22681,P63267,CBL,ACTG2,MI:0915(physical association)
P22681,Q12913,CBL,PTPRJ,MI:0203(dephosphorylation reaction)
P38398,O95825,BRCA1,CRYZL1,MI:0407(direct interaction)
Q16827,P09327,PTPRO,VIL1,MI:0915(physical association)
O43187,Q9C0D7,IRAK2,ZC3H12C,MI:0915(physical association)
O43149,P13994,ZZEF1,CCDC130,MI:0915(physical association)
Q9Y5X3,Q8N0U7,SNX5,C1orf87,MI:0915(physical association)
Q9C0E2,P21709,XPO4,EPHA1,MI:0915(physical association)
P01579,A0A0S2Z3Y2,IFNG,IFNGR1,MI:0915(physical association)
P01579,Q9HD26,IFNG,GOPC,MI:0915(physical association)
Q8WUZ0,C9JQV3,BCL7C,STK11IP,MI:0915(physical association)
Q16827,Q9H3N1,PTPRO,TMX1,MI:0915(physical association)
Q96J02,A0A0S2Z4R4,ITCH,HGS,MI:0915(physical association)
P38398,Q96M86,BRCA1,DNHD1,MI:0407(direct interaction)
P38398,Q8IXW5,BRCA1,RPAP2,MI:0915(physical association)
P38398,O15514,BRCA1,POLR2D,MI:0915(physical association)
Q96J02,P54252,ITCH,ATXN3,MI:0915(physical association)
P16473,Q08379,TSHR,GOLGA2,MI:0915(physical association)
O95613,Q9NRI5,PCNT,DISC1,-
Q9UHD2,Q13137,TBK1,CALCOCO2,MI:0915(physical association)
P32241,P51828,VIPR1,ADCY7,psi-mi:MI:0914(association)
Q9C0E2,Q9C0E2,XPO4,XPO4,-
P06733,P05161,ENO1,ISG15,psi-mi:MI:0915(physical association)
Q8WXW3,Q96ST8,PIBF1,CEP89,MI:0915(physical association)
Q8WXW3,A0A087WZU1,PIBF1,PTPRQ,MI:0915(physical association)
Q16827,A0A024R759,PTPRO,MET,MI:0203(dephosphorylation reaction)
Q16827,P06213,PTPRO,INSR,MI:0203(dephosphorylation reaction)
Q99497,Q99497,PARK7,PARK7,MI:0915(physical association)
Q96RN5,A0A024R1Q0,MED15,SREBF2,MI:0915(physical association)
Q9Y5X3,Q13596,SNX5,SNX1,MI:0915(physical association)
F8W8D4,Q96GX9,UBA3,APIP,MI:0915(physical association)
P38398,Q96HB5,BRCA1,CCDC120,MI:0407(direct interaction)
Q9UHD2,Q96A65,TBK1,EXOC4,psi-mi:MI:0915(physical association)
P38398,A0A024R426,BRCA1,PRKAG3,MI:0407(direct interaction)
O60755,P51582,GALR3,P2RY4,psi-mi:MI:0914(association)
O60755,Q8WXF3,GALR3,RLN3,psi-mi:MI:0915(physical association)
O60755,P59540,GALR3,TAS2R46,psi-mi:MI:0914(association)
O60755,Q9NYW2,GALR3,TAS2R8,psi-mi:MI:0914(association)
O60755,Q00722,GALR3,PLCB2,psi-mi:MI:0914(association)
Q7Z591,A0A0S2Z3C7,AKNA,CD40,psi-mi:MI:0915(physical association)
O60755,D0EI67,GALR3,CCL5,psi-mi:MI:0915(physical association)
O60755,P41597,GALR3,CCR2,psi-mi:MI:0914(association)
O60755,Q9H244,GALR3,P2RY12,psi-mi:MI:0914(association)
Q96RN5,Q15797,MED15,SMAD1,MI:0915(physical association)
A0A024R3M1,Q08379,THYN1,GOLGA2,MI:0915(physical association)
O95613,Q8IYE1,PCNT,CCDC13,MI:0403(colocalization)
P06733,P38398,ENO1,BRCA1,MI:0407(direct interaction)
P06733,Q9NRD1,ENO1,FBXO6,MI:0915(physical association)
P06733,P00338,ENO1,LDHA,MI:0403(colocalization)
Q92914,A0A024RB38,FGF11,STAC3,MI:0915(physical association)
Q9UHD2,Q86VP1,TBK1,TAX1BP1,psi-mi:MI:0915(physical association)
O95613,Q9NRH3,PCNT,TUBG2,psi-mi:MI:0915(physical association)
O95613,A8K8P3,PCNT,SFI1,psi-mi:MI:0915(physical association)
Q96RN5,Q9Y6Q9,MED15,NCOA3,psi-mi:MI:0915(physical association)
Q96RN5,Q9BY76,MED15,ANGPTL4,psi-mi:MI:0914(association)
Q9NVD3,Q9ULJ6,SETD4,ZMIZ1,MI:0403(colocalization)
O75436,Q14671,VPS26A,PUM1,MI:0403(colocalization)
A0A024R692,P10911,RHOJ,MCF2,psi-mi:MI:0915(physical association)
P68133,Q6XZF7,ACTA1,DNMBP,-
A0A024R692,Q8WWN8,RHOJ,ARAP3,psi-mi:MI:0915(physical association)
P33981,P33981,TTK,TTK,MI:0407(direct interaction)
P33981,Q66GS9,TTK,CEP135,MI:0915(physical association)
P33981,P46939,TTK,UTRN,MI:0915(physical association)
Q12959,Q9NQT8,DLG1,KIF13B,-
Q12959,P56704,DLG1,WNT3A,-
Q12959,Q96PE1,DLG1,ADGRA2,MI:0915(physical association)
O75554,O43172,WBP4,PRPF4,MI:0915(physical association)
Q13882,Q13444,PTK6,ADAM15,MI:0915(physical association)
Q13418,Q9NVD7,ILK,PARVA,psi-mi:MI:0915(physical association)
Q13882,O00471,PTK6,EXOC5,MI:0407(direct interaction)
P82673,Q96EY7,MRPS35,PTCD3,MI:0403(colocalization)
F6KD01,Q12959,PTEN,DLG1,-
O75631,O75841,UPK3A,UPK1B,MI:0915(physical association)
Q9HBH0,Q14CB8,RHOF,ARHGAP19,psi-mi:MI:0915(physical association)
Q9HBH0,P85298,RHOF,ARHGAP8,psi-mi:MI:0915(physical association)
P41597,P51681,CCR2,CCR5,psi-mi:MI:0915(physical association)
Q9H2E6,Q9NZM3,SEMA6A,ITSN2,MI:0915(physical association)
P33981,O95359,TTK,TACC2,MI:0915(physical association)
Q9H2E6,Q15796,SEMA6A,SMAD2,MI:0915(physical association)
Q13882,A0A024R759,PTK6,MET,MI:0407(direct interaction)
Q6PEY0,A0A024R104,GJB7,CNTN1,MI:0915(physical association)
Q9H7Z3,A0A024R5Y1,NRDE2,SPG21,MI:0915(physical association)
B2RNB2,Q9UI95,ADAM17,MAD2L2,-
P42025,O75935,ACTR1B,DCTN3,MI:0915(physical association)
P28288,Q9UBJ2,ABCD3,ABCD2,-
P41597,Q9H3N8,CCR2,HRH4,psi-mi:MI:0914(association)
P41597,Q9Y2T6,CCR2,GPR55,psi-mi:MI:0914(association)
P41597,Q9NZN5,CCR2,ARHGEF12,psi-mi:MI:0914(association)
Q9UJC3,P25791,HOOK1,LMO2,MI:0407(direct interaction)
Q3KQV3,P60411,ZNF792,KRTAP10-11,MI:0407(direct interaction)
Q9UJC3,O95714,HOOK1,HERC2,MI:0915(physical association)
Q9NP87,Q53EZ4,POLM,CEP55,psi-mi:MI:0915(physical association)
Q8WUM9,O60503,SLC20A1,ADCY9,MI:0915(physical association)
A0A024QZW3,F6M2K3,RANBP9,NCOA6,MI:0407(direct interaction)
Q86YR5,Q86YR5,GPSM1,GPSM1,MI:0915(physical association)
Q8N3I7,Q9BXC9,BBS5,BBS2,MI:0915(physical association)
Q6JQN1,O75663,ACAD10,TIPRL,MI:0403(colocalization)
Q8N3I7,Q8NFJ9,BBS5,BBS1,MI:0915(physical association)
Q86W33,A0A0S2Z597,TPRA1,DOLK,MI:0915(physical association)
Q8N137,Q96JN8,CNTROB,NEURL4,MI:0403(colocalization)
Q3KQV3,Q92997,ZNF792,DVL3,MI:0915(physical association)
P19387,O15514,POLR2C,POLR2D,-
P19387,Q9Y2S0,POLR2C,POLR1D,MI:0403(colocalization)
P00390,A0A024R5H1,GSR,FOLR1,MI:0403(colocalization)
Q9NUN5,Q96N66,LMBRD1,MBOAT7,MI:0915(physical association)
P19387,H0UI80,POLR2C,NELFCD,MI:0915(physical association)
P00390,P00338,GSR,LDHA,MI:0403(colocalization)
P41226,P05161,UBA7,ISG15,MI:0407(direct interaction)
Q9BRU9,D2SNZ4,UTP23,PRR11,MI:0915(physical association)
Q9BV57,P51649,ADI1,ALDH5A1,MI:0403(colocalization)
Q13283,Q99575,G3BP1,POP1,MI:0403(colocalization)
A0A024R6M9,Q2M1P5,CINP,KIF7,MI:0915(physical association)
Q9H2C2,Q93086,ARV1,P2RX5,MI:0915(physical association)
Q9H2C2,Q8IVM8,ARV1,SLC22A9,MI:0915(physical association)
Q7Z5V6,Q5T749,PPP1R32,KPRP,MI:0915(physical association)
Q13283,Q13823,G3BP1,GNL2,MI:0915(physical association)
Q13283,Q8NI36,G3BP1,WDR36,MI:0915(physical association)
Q9H6X2,Q14554,ANTXR1,PDIA5,MI:0915(physical association)
Q9H6X2,Q9UHG3,ANTXR1,PCYOX1,MI:0915(physical association)
O14686,O95714,KMT2D,HERC2,MI:0915(physical association)
Q99102,P04626,MUC4,ERBB2,-
P00390,P05161,GSR,ISG15,MI:0915(physical association)
Q5UIP0,Q9BWC9,RIF1,CCDC106,MI:0915(physical association)
Q8IXK2,A6ZID6,GALNT12,MUC1,-
Q13326,Q8WZ42,SGCG,TTN,MI:0915(physical association)
Q13326,P21399,SGCG,ACO1,MI:0915(physical association)
P21817,O75386,RYR1,TULP3,MI:0915(physical association)
P21817,Q8WZ42,RYR1,TTN,MI:0915(physical association)
Q13283,P35225,G3BP1,IL13,psi-mi:MI:0915(physical association)
P17181,A0A024RD15,IFNAR1,MAPK14,psi-mi:MI:0217(phosphorylation reaction)
Q9H3U1,O14975,UNC45A,SLC27A2,MI:0915(physical association)
P35900,A0A024R7H3,KRT20,USHBP1,MI:0407(direct interaction)
Q9BW85,Q08379,CCDC94,GOLGA2,MI:0407(direct interaction)
Q8IW19,Q9UGN5,APLF,PARP2,MI:0557(adp ribosylation reaction)
A0A024R739,A0A024R739,POT1,POT1,psi-mi:MI:0915(physical association)
A0A024R739,Q9UH99,POT1,SUN2,psi-mi:MI:0915(physical association)
A8K8P3,Q7Z7A1,SFI1,CNTRL,psi-mi:MI:0915(physical association)
Q12905,Q9UPR6,ILF2,ZFR2,MI:0403(colocalization)
Q9C0E2,P46939,XPO4,UTRN,MI:0403(colocalization)
O60568,Q15165,PLOD3,PON2,psi-mi:MI:0915(physical association)
Q9H477,Q9H477,RBKS,RBKS,MI:0915(physical association)
O43149,P12757,ZZEF1,SKIL,-
P14923,P04626,JUP,ERBB2,-
Q9NUX5,Q96AP0,POT1,ACD,MI:0915(physical association)
P19387,Q9BWJ5,POLR2C,SF3B5,psi-mi:MI:0915(physical association)
A8MTK3,Q14093,POT1,CYLC2,MI:0915(physical association)
P19387,Q10570,POLR2C,CPSF1,psi-mi:MI:0915(physical association)
A8MTK3,Q9NQX4,POT1,MYO5C,MI:0407(direct interaction)
A8MTK3,P28799,POT1,GRN,MI:0407(direct interaction)
A8MTK3,Q8N431,POT1,RASGEF1C,MI:0915(physical association)
A8MTK3,P12259,POT1,F5,MI:0915(physical association)
A8MTK3,O60496,POT1,DOK2,MI:0407(direct interaction)
A8MTK3,Q9UNE7,POT1,STUB1,MI:0407(direct interaction)
A8MTK3,Q96G03,POT1,PGM2,MI:0407(direct interaction)
Q9H3G5,Q68J44,CPVL,DUPD1,psi-mi:MI:0915(physical association)
Q15561,A0A024R0V4,TEAD4,VASP,MI:0915(physical association)
O60733,O95817,PLA2G6,BAG3,MI:0915(physical association)
Q96M63,A0A0S2Z4R4,CCDC114,HGS,MI:0407(direct interaction)
A8MTK3,P12277,POT1,CKB,MI:0407(direct interaction)
P13994,B2CKC5,CCDC130,EFHC1,MI:0915(physical association)
Q15797,Q96KM6,SMAD1,ZNF512B,-
Q15797,Q15797,SMAD1,SMAD1,-
Q9UBP5,A0A024QZ59,HEY2,TRAF4,MI:0915(physical association)
Q15797,Q14671,SMAD1,PUM1,-
P16473,P43119,TSHR,PTGIR,psi-mi:MI:0914(association)
Q9P127,Q9Y2H1,LUZP4,STK38L,MI:0915(physical association)
Q15797,Q969U6,SMAD1,FBXW5,-
Q15797,Q9UJW3,SMAD1,DNMT3L,MI:0407(direct interaction)
Q15797,O43541,SMAD1,SMAD6,-
P07900,Q5T447,HSP90AA1,HECTD3,MI:0915(physical association)
P07900,O95801,HSP90AA1,TTC4,MI:0915(physical association)
P20930,A0A024R5N5,FLG,UCP2,MI:0915(physical association)
P07900,Q9H1R3,HSP90AA1,MYLK2,MI:0915(physical association)
P07900,E5KQF6,HSP90AA1,NR3C1,MI:0915(physical association)
P07900,Q14160,HSP90AA1,SCRIB,MI:0915(physical association)
Q15797,O15021,SMAD1,MAST4,MI:0915(physical association)
Q15797,O43683,SMAD1,BUB1,MI:0915(physical association)
P07900,A0A024QZU1,HSP90AA1,EIF2AK1,MI:0915(physical association)
P07900,Q9UL58,HSP90AA1,ZNF215,MI:0915(physical association)
P07900,O43187,HSP90AA1,IRAK2,MI:0915(physical association)
P07900,P21709,HSP90AA1,EPHA1,MI:0915(physical association)
Q6P1M0,Q9HC24,SLC27A4,TMBIM4,MI:0915(physical association)
O15446,O15160,CD3EAP,POLR1C,MI:0403(colocalization)
Q8WVP7,P00533,LMBR1,EGFR,MI:0915(physical association)
Q7L5N1,Q9BWC9,COPS6,CCDC106,MI:0407(direct interaction)
Q7L5N1,A2RU94,COPS6,RAB27A,MI:0407(direct interaction)
Q3SX64,P30419,ODF3L2,NMT1,MI:0915(physical association)
Q13137,Q14764,CALCOCO2,MVP,MI:0407(direct interaction)
Q13137,Q8WXI9,CALCOCO2,GATAD2B,MI:0407(direct interaction)
Q13137,Q86W54,CALCOCO2,SPATA24,MI:0407(direct interaction)
Q08554,P15924,DSC1,DSP,MI:0407(direct interaction)
Q6P1M0,A0A024R1X5,SLC27A4,BECN1,MI:0915(physical association)
P07900,Q49AN0,HSP90AA1,CRY2,MI:0915(physical association)
P07900,P42285,HSP90AA1,SKIV2L2,MI:0915(physical association)
P07900,Q9GZT9,HSP90AA1,EGLN1,MI:0407(direct interaction)
P11678,Q96Q45,EPX,TMEM237,MI:0915(physical association)
P07900,P54252,HSP90AA1,ATXN3,MI:0915(physical association)
P07900,Q9NRG4,HSP90AA1,SMYD2,MI:0407(direct interaction)
O14910,Q658X5,LIN7A,MPP5,-
Q1L5Z9,Q9Y343,LONRF2,SNX24,MI:0915(physical association)
Q13137,Q9H0I2,CALCOCO2,ENKD1,MI:0407(direct interaction)
Q13137,O95990,CALCOCO2,FAM107A,MI:0407(direct interaction)
O00322,A0A024R371,UPK1A,ARL6IP5,MI:0915(physical association)
Q96RY7,O75386,IFT140,TULP3,MI:0915(physical association)
Q9Y490,Q5T7N3,TLN1,KANK4,MI:0915(physical association)
P19526,Q3SY77,FUT1,UGT3A2,MI:0915(physical association)
O00322,Q9H6U8,UPK1A,ALG9,MI:0915(physical association)
O00322,Q8TF71,UPK1A,SLC16A10,MI:0915(physical association)
O00322,Q7Z2K6,UPK1A,ERMP1,MI:0915(physical association)
Q9UHF4,Q9UHF4,IL20RA,IL20RA,-
A0A024R120,A0A024RAB1,TFCP2,ASAP3,MI:0915(physical association)
O94806,O94806,PRKD3,PRKD3,MI:0217(phosphorylation reaction)
Q7L5N1,Q9NXF7,COPS6,DCAF16,MI:0915(physical association)
Q8IYX7,Q13643,SAXO1,FHL3,MI:0915(physical association)
Q8IYX7,Q9UJX0,SAXO1,OSGIN1,MI:0915(physical association)
O95393,P35556,BMP10,FBN2,psi-mi:MI:0914(association)
O75398,Q5W0U4,DEAF1,BSPRY,MI:0915(physical association)
A0A1B1UZR0,Q08828,PDE10A,ADCY1,psi-mi:MI:0914(association)
A0A1B1UZR0,P51828,PDE10A,ADCY7,psi-mi:MI:0914(association)
Q8IYX7,Q5BKX5,SAXO1,C19orf54,MI:0915(physical association)
Q96M29,A0A0S2Z4R4,TEKT5,HGS,MI:0915(physical association)
Q96L92,Q9NST1,SNX27,PNPLA3,MI:0915(physical association)
O60237,Q96CV9,PPP1R12B,OPTN,psi-mi:MI:0914(association)
Q13137,B2CKC5,CALCOCO2,EFHC1,MI:0915(physical association)
Q9UIL1,Q9UHY8,SCOC,FEZ2,MI:0915(physical association)
B1AVT0,Q6PCB5,CLK2,RSBN1L,MI:0915(physical association)
Q6YPB2,A0A140VJI3,STEAP2,DPEP1,MI:0915(physical association)
A0A140VK27,Q9BSI4,LTA4H,TINF2,psi-mi:MI:0915(physical association)
